img_path,person_id,bmi
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1jcwty/1jcwty_skFtQFZ_246_72_false_70_1.57.jpg,1jcwty,33.36
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ftmvo/2ftmvo_xVVHVt5_224_71_false_44_0.56.jpg,2ftmvo,31.24
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ftmvo/2ftmvo_xVVHVt5_293_71_false_44_0.56.jpg,2ftmvo,40.86
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1tav1g/1tav1g_zZA84kk_175_67_false_329_0.8.jpg,1tav1g,27.41
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1tav1g/1tav1g_rZA84kk_275_67_false_329_0.8.jpg,1tav1g,43.07
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/18k5ja/18k5ja_vN0OXtN_153_73_false_6_0.75.jpg,18k5ja,20.18
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/18k5ja/18k5ja_zN0OXtN_153_73_false_6_0.75.jpg,18k5ja,20.18
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ie6st/3ie6st_AcBUQKA_264_76_false_60_2.57.jpg,3ie6st,32.13
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ie6st/3ie6st_AcBUQKA_231_76_false_60_2.57.jpg,3ie6st,28.12
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3cwa6g/3cwa6g_daa8EQL_165_70_false_563_1.82.jpg,3cwa6g,23.67
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3cwa6g/3cwa6g_5abu66D_265_70_false_563_1.82.jpg,3cwa6g,38.02
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2789bi/2789bi_h7A8LXY_280_75_false_26_1.28.jpg,2789bi,34.99
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2789bi/2789bi_h7A8LXY_236_75_false_26_1.28.jpg,2789bi,29.49
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1mt4p0/1mt4p0_qZHRwrd_361_61_true_1738_1.13.jpg,1mt4p0,68.2
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1mt4p0/1mt4p0_ZZHRwrd_194_61_true_1738_1.13.jpg,1mt4p0,36.65
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/40sd8s/40sd8s_P0dXgUC_142_61_true_1076_0.87.jpg,40sd8s,26.83
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/40sd8s/40sd8s_0B6CArr_114_61_true_1076_0.87.jpg,40sd8s,21.54
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2m7oj7/2m7oj7_4hv5ZRu_233_69_false_38_1.0.jpg,2m7oj7,34.4
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2m7oj7/2m7oj7_4hv5ZRu_203_69_false_38_1.0.jpg,2m7oj7,29.97
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/30ekmz/30ekmz_Y9GVZFh_184_66_false_82_0.75.jpg,30ekmz,29.7
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/30ekmz/30ekmz_THbETSn_218_66_false_82_0.75.jpg,30ekmz,35.18
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4ejjrj/4ejjrj_a0YtaY1_275_71_false_210_1.0.jpg,4ejjrj,38.35
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4ejjrj/4ejjrj_a0YtaY1_195_71_false_210_1.0.jpg,4ejjrj,27.19
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3502fz/3502fz_fPzh8RM_180_71_false_52_1.33.jpg,3502fz,25.1
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3502fz/3502fz_F8R8W_215_71_false_52_1.33.jpg,3502fz,29.98
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2h2nno/2h2nno_Wk1YF4r_191_72_false_313_1.33.jpg,2h2nno,25.9
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2h2nno/2h2nno_Wk1YF4r_263_72_false_313_1.33.jpg,2h2nno,35.67
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1izq1w/1izq1w_zJD0xLw_205_72_false_770_1.49.jpg,1izq1w,27.8
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1izq1w/1izq1w_cJD0xLw_325_72_false_770_1.49.jpg,1izq1w,44.07
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1k0768/1k0768_MNczwoa_250_75_false_84_0.71.jpg,1k0768,31.24
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1k0768/1k0768_cgcrhgH_450_75_false_84_0.71.jpg,1k0768,56.24
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ushte/1ushte_vWeHt2x_294_73_false_133_1.34.jpg,1ushte,38.78
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ushte/1ushte_ltxrUwL_204_73_false_133_1.34.jpg,1ushte,26.91
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2iw4s7/2iw4s7_zm2n3RR_159_66_false_54_1.79.jpg,2iw4s7,25.66
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2iw4s7/2iw4s7_zm2n3RR_196_66_false_54_1.79.jpg,2iw4s7,31.63
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1lbbeo/1lbbeo_ZIVsdiB_183_68_true_59_0.56.jpg,1lbbeo,27.82
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1lbbeo/1lbbeo_O0r768r_204_68_true_59_0.56.jpg,1lbbeo,31.01
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/40d0hq/40d0hq_mxLG38U_119_63_true_2830_1.0.jpg,40d0hq,21.08
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/40d0hq/40d0hq_mxLG38U_115_63_true_2830_1.0.jpg,40d0hq,20.37
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ob0b8/3ob0b8_nrn87pw_225_73_false_45_0.6.jpg,3ob0b8,29.68
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ob0b8/3ob0b8_r1Soz8W_179_73_false_45_0.6.jpg,3ob0b8,23.61
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/42vjs5/42vjs5_EN8mHQS_160_63_true_1970_1.0.jpg,42vjs5,28.34
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/42vjs5/42vjs5_EN8mHQS_230_63_true_1970_1.0.jpg,42vjs5,40.74
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4nbkj3/4nbkj3_uMJAKqK_194_71_false_163_1.0.jpg,4nbkj3,27.05
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4nbkj3/4nbkj3_uMJAKqK_240_71_false_163_1.0.jpg,4nbkj3,33.47
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4eup0y/4eup0y_DW4z7Lp_154_64_true_648_1.0.jpg,4eup0y,26.43
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4eup0y/4eup0y_DW4z7Lp_281_64_true_648_1.0.jpg,4eup0y,48.23
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/27darg/27darg_fFGzDZG_151_63_true_2_0.75.jpg,27darg,26.75
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/27darg/27darg_LFGzDZG_151_63_true_2_0.75.jpg,27darg,26.75
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/19gu6r/19gu6r_Q1qp3iF_202_69_false_5_0.75.jpg,19gu6r,29.83
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/19gu6r/19gu6r_Q4qp3iF_202_69_false_5_0.75.jpg,19gu6r,29.83
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/220tp3/220tp3_qoZC69Q_240_63_true_205_0.75.jpg,220tp3,42.51
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/220tp3/220tp3_9CojF0L_190_63_true_205_0.75.jpg,220tp3,33.65
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1rfr7m/1rfr7m_u9drGSj_340_75_false_90_1.0.jpg,1rfr7m,42.49
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1rfr7m/1rfr7m_u9drGSj_235_75_false_90_1.0.jpg,1rfr7m,29.37
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3m54qp/3m54qp_aiilTqh_218_61_true_210_1.0.jpg,3m54qp,41.19
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3m54qp/3m54qp_aiilTqh_168_61_true_210_1.0.jpg,3m54qp,31.74
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3g7c7h/3g7c7h_0bfQg0m_140_60_true_144_1.0.jpg,3g7c7h,27.34
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3g7c7h/3g7c7h_0bfQg0m_180_60_true_144_1.0.jpg,3g7c7h,35.15
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1oies9/1oies9_x9CcaLr_175_70_false_29_1.17.jpg,1oies9,25.11
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1oies9/1oies9_Z9CcaLr_135_70_false_29_1.17.jpg,1oies9,19.37
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/ou6fi/ou6fi_bgm5w_250_74_false_9_0.75.jpg,ou6fi,32.09
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/ou6fi/ou6fi_1uAnK_250_74_false_9_0.75.jpg,ou6fi,32.09
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1l3yjy/1l3yjy_zzRdzO8_198_73_false_207_0.98.jpg,1l3yjy,26.12
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1l3yjy/1l3yjy_zdRdzO8_320_73_false_207_0.98.jpg,1l3yjy,42.21
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1j3cjo/1j3cjo_zxAdqxt_190_71_false_152_1.0.jpg,1j3cjo,26.5
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1j3cjo/1j3cjo_fxAdqxt_273_71_false_152_1.0.jpg,1j3cjo,38.07
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/19aeja/19aeja_XGPZUX4_209_83_false_3_0.75.jpg,19aeja,21.33
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/19aeja/19aeja_zGPZUX4_209_83_false_3_0.75.jpg,19aeja,21.33
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3030vj/3030vj_iJqaDeu_200_75_false_612_1.0.jpg,3030vj,25.0
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3030vj/3030vj_iJqaDeu_275_75_false_612_1.0.jpg,3030vj,34.37
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3aunkm/3aunkm_2J5zgXD_185_70_false_78_1.0.jpg,3aunkm,26.54
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3aunkm/3aunkm_2J5zgXD_215_70_false_78_1.0.jpg,3aunkm,30.85
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1c2mpi/1c2mpi_r2LHtAo_185_69_false_163_1.33.jpg,1c2mpi,27.32
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1c2mpi/1c2mpi_RhWOgbd_161_69_false_163_1.33.jpg,1c2mpi,23.77
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/18gzwo/18gzwo_jvGdt1p_228_72_false_0_0.75.jpg,18gzwo,30.92
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/18gzwo/18gzwo_svGdt1p_228_72_false_0_0.75.jpg,18gzwo,30.92
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2xojwg/2xojwg_jNZqRLQ_190_73_false_2_1.5.jpg,2xojwg,25.06
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2xojwg/2xojwg_zNZqRLQ_190_73_false_2_1.5.jpg,2xojwg,25.06
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ur8bn/1ur8bn_aoRiuNT_260_71_false_159_1.33.jpg,1ur8bn,36.26
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ur8bn/1ur8bn_FHCGGVf_180_71_false_159_1.33.jpg,1ur8bn,25.1
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4ji4ra/4ji4ra_99Ub8bQ_267_70_false_92_1.53.jpg,4ji4ra,38.31
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4ji4ra/4ji4ra_euhVHjl_327_70_false_92_1.53.jpg,4ji4ra,46.91
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/lstfl/lstfl_PR8V7_127_68_true_36_1.34.jpg,lstfl,19.31
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/lstfl/lstfl_PR9V7_127_68_true_36_1.34.jpg,lstfl,19.31
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ib8qq/3ib8qq_RXevnXY_241_72_false_81_0.62.jpg,3ib8qq,32.68
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ib8qq/3ib8qq_RXevnXY_181_72_false_81_0.62.jpg,3ib8qq,24.55
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1coocb/1coocb_vZqfGyQ_250_72_false_123_1.07.jpg,1coocb,33.9
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1coocb/1coocb_zZqfGyQ_205_72_false_123_1.07.jpg,1coocb,27.8
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ifhcz/3ifhcz_fTjIdCN_155_67_false_56_0.56.jpg,3ifhcz,24.27
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ifhcz/3ifhcz_DDLMRD8_155_67_false_56_0.56.jpg,3ifhcz,24.27
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ozfzr/1ozfzr_DMp0Nfh_150_73_false_122_1.5.jpg,1ozfzr,19.79
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ozfzr/1ozfzr_DMp0Nfh_176_73_false_122_1.5.jpg,1ozfzr,23.22
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3rahle/3rahle_uMTE8vu_320_71_false_88_1.46.jpg,3rahle,44.63
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3rahle/3rahle_uMTE8vu_230_71_false_88_1.46.jpg,3rahle,32.07
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/426fv1/426fv1_3jtWwzP_208_70_false_105_0.54.jpg,426fv1,29.84
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/426fv1/426fv1_3jtWwzP_258_70_false_105_0.54.jpg,426fv1,37.02
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2g2cdl/2g2cdl_xcRl4GS_215_72_false_78_1.12.jpg,2g2cdl,29.16
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2g2cdl/2g2cdl_xcRl4GS_185_72_false_78_1.12.jpg,2g2cdl,25.09
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ix4iv/2ix4iv_0xZHN2l_220_73_false_37_0.75.jpg,2ix4iv,29.02
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ix4iv/2ix4iv_0xZHN2l_187_73_false_37_0.75.jpg,2ix4iv,24.67
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1g41fl/1g41fl_DRUdo5K_178_69_true_686_1.29.jpg,1g41fl,26.28
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1g41fl/1g41fl_DRUdo5K_262_69_true_686_1.29.jpg,1g41fl,38.69
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2aswv9/2aswv9_COKDNc8_166_69_false_59_1.0.jpg,2aswv9,24.51
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2aswv9/2aswv9_COKDNc8_230_69_false_59_1.0.jpg,2aswv9,33.96
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3911qk/3911qk_DeYcu8p_310_75_false_199_1.33.jpg,3911qk,38.74
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3911qk/3911qk_DeYcu8p_250_75_false_199_1.33.jpg,3911qk,31.24
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1dn1r5/1dn1r5_L4QBHEQ_176_70_false_11_0.75.jpg,1dn1r5,25.25
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1dn1r5/1dn1r5_zLxojEK_176_70_false_11_0.75.jpg,1dn1r5,25.25
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2zy017/2zy017_PXQgla9_315_71_false_69_0.56.jpg,2zy017,43.93
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2zy017/2zy017_Gmhx0gD_240_71_false_69_0.56.jpg,2zy017,33.47
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ih0ez/2ih0ez_VT3tQZZ_137_66_false_41_0.75.jpg,2ih0ez,22.11
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ih0ez/2ih0ez_XLAcmK5_146_66_false_41_0.75.jpg,2ih0ez,23.56
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4ci238/4ci238_m5o4U5Z_185_68_false_67_1.0.jpg,4ci238,28.13
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4ci238/4ci238_m5o4U5Z_174_68_false_67_1.0.jpg,4ci238,26.45
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2idxwh/2idxwh_SNuohE3_166_62_true_787_0.88.jpg,2idxwh,30.36
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2idxwh/2idxwh_SNuohE3_266_62_true_787_0.88.jpg,2idxwh,48.65
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/p3wes/p3wes_hEAAp_214_74_false_5_0.67.jpg,p3wes,27.47
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/p3wes/p3wes_UEng7_214_74_false_5_0.67.jpg,p3wes,27.47
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/41n3br/41n3br_QPXHjzh_209_75_false_228_1.15.jpg,41n3br,26.12
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/41n3br/41n3br_QPXHjzh_299_75_false_228_1.15.jpg,41n3br,37.37
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3i3nti/3i3nti_yjEC5mv_169_67_false_42_1.0.jpg,3i3nti,26.47
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3i3nti/3i3nti_yjEC5mv_186_67_false_42_1.0.jpg,3i3nti,29.13
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2hkicd/2hkicd_WFPn9AN_158_72_false_182_1.28.jpg,2hkicd,21.43
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2hkicd/2hkicd_WFPn9AN_140_72_false_182_1.28.jpg,2hkicd,18.99
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/21hc42/21hc42_HK81Xch_205_69_false_69_1.33.jpg,21hc42,30.27
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/21hc42/21hc42_KiXm3CD_155_69_false_69_1.33.jpg,21hc42,22.89
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4evm5b/4evm5b_z4tMfqg_300_70_false_85_0.67.jpg,4evm5b,43.04
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4evm5b/4evm5b_z4tMfqg_220_70_false_85_0.67.jpg,4evm5b,31.56
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1hxona/1hxona_gi8NhiR_220_67_false_205_1.41.jpg,1hxona,34.45
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1hxona/1hxona_gi8NhiR_170_67_false_205_1.41.jpg,1hxona,26.62
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1l3crl/1l3crl_QPJbUgQ_152_66_true_141_1.5.jpg,1l3crl,24.53
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1l3crl/1l3crl_QPJbUgQ_191_66_true_141_1.5.jpg,1l3crl,30.82
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1jhsvj/1jhsvj_tKm053P_162_65_true_383_1.0.jpg,1jhsvj,26.96
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1jhsvj/1jhsvj_tKm053P_142_65_true_383_1.0.jpg,1jhsvj,23.63
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/19f0gr/19f0gr_B44yK5w_152_72_false_0_0.75.jpg,19f0gr,20.61
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/19f0gr/19f0gr_B34yK5w_152_72_false_0_0.75.jpg,19f0gr,20.61
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4cu221/4cu221_pJy4Bfz_200_74_false_177_1.01.jpg,4cu221,25.68
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4cu221/4cu221_pJy4Bfz_175_74_false_177_1.01.jpg,4cu221,22.47
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1th1bg/1th1bg_4rkqLbA_147_66_false_12_0.36.jpg,1th1bg,23.72
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1th1bg/1th1bg_6rkqLbA_147_66_false_12_0.36.jpg,1th1bg,23.72
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ljtog/1ljtog_8mLSXDF_170_69_false_43_2.52.jpg,1ljtog,25.1
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ljtog/1ljtog_ZmLSXDF_138_69_false_43_2.52.jpg,1ljtog,20.38
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4al78g/4al78g_U2WhAl2_274_76_false_30_1.0.jpg,4al78g,33.35
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4al78g/4al78g_U2WhAl2_292_76_false_30_1.0.jpg,4al78g,35.54
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/19fc4y/19fc4y_mmhs70D_174_68_false_1_0.56.jpg,19fc4y,26.45
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/19fc4y/19fc4y_wmhs70D_174_68_false_1_0.56.jpg,19fc4y,26.45
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/24a4fj/24a4fj_fqtYmsl_410_71_false_522_0.5.jpg,24a4fj,57.18
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/24a4fj/24a4fj_VCXu5ZN_206_71_false_522_0.5.jpg,24a4fj,28.73
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1oykja/1oykja_ngBIMpv_230_70_false_65_0.75.jpg,1oykja,33.0
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1oykja/1oykja_B4Esj6f_185_70_false_65_0.75.jpg,1oykja,26.54
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1lz7om/1lz7om_wM2mLbd_230_66_true_102_0.23.jpg,1lz7om,37.12
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1lz7om/1lz7om_aM2mLbd_208_66_true_102_0.23.jpg,1lz7om,33.57
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/189fzo/189fzo_oQsMh_225_73_false_3_0.78.jpg,189fzo,29.68
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/189fzo/189fzo_oQsMh_275_73_false_3_0.78.jpg,189fzo,36.28
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1u4jg1/1u4jg1_O4Gfm41_255_72_false_7_0.56.jpg,1u4jg1,34.58
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1u4jg1/1u4jg1_c6wS1XG_187_72_false_7_0.56.jpg,1u4jg1,25.36
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2kxcat/2kxcat_ZHsUsC4_227_73_false_1201_1.0.jpg,2kxcat,29.95
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2kxcat/2kxcat_ZHsUsC4_182_73_false_1201_1.0.jpg,2kxcat,24.01
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4pjevb/4pjevb_fesBylt_175_71_true_649_1.0.jpg,4pjevb,24.4
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4pjevb/4pjevb_fesBylt_136_71_true_649_1.0.jpg,4pjevb,18.97
